var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,anomaly
-2.303138056500457,-1.267035748134883,2.94779225999968,6.356406683755182,4.718265100779811,-3.803123770009389,0.4772462607929947,-7.499928912487733,-1.2335789484969923,0.2229062715943962,0.3576608071244719,0.8019473174419508,0
-0.6014388028983485,1.4546218686634245,3.803742475994967,5.437633496931176,4.185973639271635,-5.832905611844387,0.1050917216201427,-7.947459991644449,-1.7469262218778894,0.729886114682201,-0.3772462583798956,-0.1660881525444952,0
-1.7312744982260206,-0.2709900252073026,6.518834845923557,3.0444865467487165,3.796132448199087,-4.997393581513914,-0.2011904357974532,-2.953689931534214,-0.0389625847031387,-1.134227002106408,0.2983529644924544,-0.2753021994806027,0
-2.762809143324013,0.1738267971276656,6.1685739396246895,3.793131757385651,3.139067372831951,-4.580520819676733,0.4351124220779095,-3.2214042313324858,1.3161711474679822,0.0476141802844915,0.0897091612171729,-1.1328177195345832,0
-3.9757668282310816,-0.4612266570479278,2.1125308767991604,7.057240632817818,3.679070097546052,-2.3907797303958427,0.0967200226343856,-7.0421330144783365,-0.0475626174490044,-0.1645253796194639,-1.2321842160633243,-1.5128089834034988,0
-1.1893116659514942,-0.3161461987749882,3.561860774370121,5.265273307975477,4.697174427698076,-4.559625081014705,-0.7342012951357663,-6.900414615290309,-1.4677423178601796,-0.8750649245151969,-0.3971045623944174,0.6027739587990925,0
4.959442377611143,-1.0254759773519508,5.038836224137325,0.8015795153387875,6.543301085221863,-7.50801146353013,-0.220773670257329,-5.689074590606798,-1.818495068598732,-1.163545358079083,-0.9499637641164348,-1.4786291237177265,0
0.6356090788704745,0.2920390465973704,5.693905064790728,1.805018642306912,4.1395661384807045,-5.502819474633304,-0.0998871236813414,-3.2761581602584,0.9591709560473336,1.295880486709606,1.598740298187709,-0.7867928875130762,0
-0.7641824532957766,-1.5029432328177343,5.741634569696031,2.488294837653742,3.816008055392899,-4.8185032081449855,-0.0930103994009701,-2.9955793142214486,1.674960636407813,0.6926077959933142,0.9873642296655768,1.808882769051558,0
-6.50124573455486,-0.8203491728262226,5.984576359019673,5.750460569210641,3.6020103169277893,-1.9441582389980057,-0.0269230248381836,-2.399476922281115,-1.4573904391902488,0.2311010311550813,-1.4349110336903887,-0.2232003203991694,0
-6.140428605308241,-1.2541473656462498,5.818991671126306,5.70718033421069,1.181501296576439,-3.336337059264765,-0.5344032911765108,-3.204631400410859,-0.244344122267884,0.2366256155294371,-0.0618425455729538,0.042180218944631,0
-2.172795572861904,-1.0285092136479823,3.576372496628521,6.1775315648221865,4.737610072154888,-4.336059363880176,1.361662429032907,-7.377473346872235,0.0804301554363949,-2.809385449473924,0.2711240472320509,-0.2238463792954118,0
-6.214819296971083,1.0042896436587505,6.790303759431469,5.278981463181122,1.312156047427774,-3.666735423708385,-1.0083586056718117,-2.440939814164509,-0.126131460901143,0.0031648276289256,0.2278042098760738,-0.484552479374407,0
-3.250932664979145,-0.9254494032981548,7.283715892464066,6.2448003276895,6.78235801459379,-5.314422258098999,4.221594646121724,-8.834654817178016,-0.1517063534975378,0.4190877357009834,1.20139711152702,0.765736449336823,1
2.3623845951922493,-0.3866316991848133,0.5659304379332912,6.088296342048941,8.228173120112524,-4.767965988701319,-0.4744914225477258,-11.174778177086711,-0.6228099866539498,0.0414101231257271,0.3710680573195209,1.1703392334336251,0
-0.7335340629839803,-0.5793175522425401,5.578180283403875,3.387628054420217,5.881821497722637,-4.534434130707976,0.350171031824131,-4.110235098662522,-2.396942483632853,0.7667978056146655,0.6833959024365811,-1.7438122119831014,0
-2.5841774344962576,1.84461290463256,4.016247466035622,4.635562655515891,3.829103199750984,-3.282486455942633,-0.3748042453928433,-4.545554092737935,1.8991724621085075,0.2550657360854036,-0.9004357217783472,-0.671672772495898,0
-3.120929932534178,-0.5057566025467445,4.227146897517806,5.488130293227153,4.666776063149037,-3.2765469511933287,1.4518433597288796,-5.2509742355478295,0.3170442119229394,0.5353823105678193,0.7801544322349999,-0.2360177339972903,0
